study,variant,series_type,sequence,density_trend_pct_per_decade,altitude_km,uncertainty_minus_pct_per_decade,uncertainty_plus_pct_per_decade,marker,line_style,color_hex,extraction_basis,source_reference,source_url,notes,include_in_plot
Emmert 2015,1967–2013,profile,5,-1.976273,363.148,,,False,dot,#17becf,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Emmert 2015,1967–2013,profile,6,-2.018016,385.198,,,False,dot,#17becf,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Emmert 2015,1967–2013,profile,7,-2.059758,410.387,,,False,dot,#17becf,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Emmert 2015,1967–2013,profile,8,-2.087759,429.914,,,False,dot,#17becf,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Emmert 2015,1967–2013,profile,9,-2.143759,474.015,,,False,dot,#17becf,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Emmert 2015,1967–2013,profile,10,-2.172103,502.362,,,False,dot,#17becf,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Emmert 2015,1967–2013,profile,11,-2.186532,524.403,,,False,dot,#17becf,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Emmert 2015,1967–2013,profile,12,-2.214705,548.975,,,False,dot,#17becf,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Emmert 2015,1967–2013,profile,13,-2.215392,574.174,,,True,dot,#17becf,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Keating 2000,350 km estimate,point,0,-4.9,350,1.3,1.3,True,none,#1f77b4,Brown et al. (2024) Table 1,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Table footnote: value is at 350 km.,True
Marcos 2005,400 km estimate,point,0,-1.7,400,0.2,0.2,True,none,#2ca02c,Brown et al. (2024) Table 1,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,,True
Qian 2006,high solar activity,point,0,-0.699942,349.994,,,True,none,#008080,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Table 2 reports the mean of the 350 and 450 km values.,True
Qian 2006,high solar activity,point,1,-0.799918,450.001,,,True,none,#008080,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Table 2 reports the mean of the 350 and 450 km values.,True
Qian 2006,low solar activity,point,2,-2.199931,349.994,,,True,none,#008080,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Table 2 reports the mean of the 350 and 450 km values.,True
Qian 2006,low solar activity,point,3,-2.899938,450.001,,,True,none,#008080,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Table 2 reports the mean of the 350 and 450 km values.,True
Qian 2011,model profile,profile,0,-1.195701,150.396,,,True,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,1,-1.195701,160.022,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,2,-1.170278,170.255,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,3,-1.195701,180.479,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,4,-1.170278,190.702,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,5,-1.195701,200.328,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,6,-1.195701,240.635,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,7,-1.220953,250.261,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,8,-1.246377,260.485,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,9,-1.271628,270.12,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,10,-1.322475,290.568,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,11,-1.347899,300.194,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,12,-1.373151,310.427,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,13,-1.398574,320.651,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,14,-1.423826,330.277,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,15,-1.44925,340.5,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,16,-1.474673,350.126,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,17,-1.525348,360.36,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,18,-1.550772,371.181,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,19,-1.576024,380.807,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,20,-1.626699,390.433,,,False,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Qian 2011,model profile,profile,21,-1.677546,399.462,,,True,solid,#e377c2,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Saunders 2011,F10.7 bins,profile,0,-1.997917,219.96,,,True,solid,#bcbd22,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Saunders 2011,F10.7 bins,profile,1,-3.877542,599.686,,,True,solid,#bcbd22,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,0,-0.038071,41.852,,,True,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,1,-0.323399,48.833,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,2,-0.570763,54.646,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,3,-0.760924,60.46,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,4,-0.989221,65.107,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,5,-1.217689,68.597,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,6,-1.540981,73.254,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,7,-1.883511,77.901,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,8,-2.24511,83.714,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,9,-2.644672,90.694,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,10,-3.405661,99.998,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,11,-3.786155,102.322,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,12,-4.071483,105.812,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,13,-4.185717,106.978,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,14,-4.261816,111.625,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,15,-4.071483,119.763,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,16,-3.862254,127.9,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,17,-3.690988,138.37,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,18,-3.557858,149.997,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,19,-3.443624,166.281,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,20,-3.424557,181.389,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,21,-3.443624,190.693,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,22,-3.500827,206.977,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,23,-3.595822,225.574,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,24,-3.729124,246.505,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,25,-3.900389,274.417,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,26,-4.033519,296.505,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,27,-4.204785,318.602,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,28,-4.394946,341.857,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,29,-4.566211,361.621,,,False,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 1.5e-12,profile,30,-4.908742,399.993,,,True,solid,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,0,-0.019003,39.994,,,True,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,1,-0.228232,45.817,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,2,-0.475596,51.649,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,3,-0.684825,57.472,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,4,-0.894226,62.129,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,5,-1.160486,66.795,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,6,-1.483949,71.452,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,7,-1.750381,74.951,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,8,-1.997746,78.441,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,9,-2.206975,80.774,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,10,-2.435271,86.597,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,11,-2.853901,92.421,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,12,-3.291426,97.087,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,13,-3.74802,100.577,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,14,-3.995384,102.91,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,15,-4.204785,105.243,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,16,-4.375878,108.733,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,17,-4.261816,114.556,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,18,-3.881321,122.712,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,19,-3.424728,134.368,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,20,-3.006099,146.014,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,21,-2.6445,158.827,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,22,-2.340105,172.806,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,23,-2.09274,190.285,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,24,-1.902579,211.263,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,25,-1.807413,231.066,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,26,-1.750381,250.868,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,27,-1.712246,276.503,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,28,-1.731314,305.628,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,29,-1.750381,353.398,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,30,-1.788517,386.014,,,False,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2015,kq = 3.0e-12,profile,31,-1.807413,398.826,,,True,dash,#000000,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,0,-0.081016,0.673,,,True,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,1,-0.047519,8.858,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,2,0.269073,17.716,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,3,0.568659,20.438,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,4,0.4357,23.16,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2018,low solar activity,profile,5,0.360804,24.525,,,False,solid,#4b0082,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
