study,variant,series_type,sequence,density_trend_pct_per_decade,altitude_km,uncertainty_minus_pct_per_decade,uncertainty_plus_pct_per_decade,marker,line_style,color_hex,extraction_basis,source_reference,source_url,notes,include_in_plot
Solomon 2019,high solar activity,profile,64,-1.594748,265.122,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,65,-1.638724,281.662,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,66,-1.682528,293.166,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,67,-1.717743,306.112,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,68,-1.77048,324.814,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,69,-1.805695,338.48,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,70,-1.910825,368.686,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,71,-1.963561,384.506,,,False,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Solomon 2019,high solar activity,profile,72,-2.016298,398.883,,,True,solid,#32cd32,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2005,profile,0,-1.578429,250.754,,,True,solid,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2005,profile,1,-1.465397,275.943,,,False,solid,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2005,profile,2,-1.485667,325.165,,,False,solid,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2005,profile,3,-1.617938,375.505,,,False,solid,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2005,profile,4,-1.706577,399.566,,,False,solid,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2005,profile,5,-1.811879,425.855,,,False,solid,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2005,profile,6,-1.79848,476.205,,,False,solid,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2005,profile,7,-1.96442,525.417,,,False,solid,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2005,profile,8,-2.008224,550.597,,,False,solid,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2005,profile,9,-1.95669,575.777,,,True,solid,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2013,profile,0,-1.421593,250.764,,,True,dot,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2013,profile,1,-1.426231,275.943,,,False,dot,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2013,profile,2,-1.429667,325.724,,,False,dot,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2013,profile,3,-1.612441,374.955,,,False,dot,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2013,profile,4,-1.628073,400.685,,,False,dot,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2013,profile,5,-1.722209,425.855,,,False,dot,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2013,profile,6,-1.65865,475.086,,,False,dot,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2013,profile,7,-1.779756,525.427,,,False,dot,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2013,profile,8,-1.717056,550.616,,,False,dot,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
Weng 2020,1967–2013,profile,9,-1.626355,575.227,,,True,dot,#d62728,Vector extraction from Brown et al. (2024) Figure 2 PDF,"Brown et al. (2024), Figure 2",https://doi.org/10.1029/2024JA032659,Plot-precision value; not a replacement for the original study data.,True
